X,Y,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,HOSP18_BEDS,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS
480307.9645,4904087.849,PLEASANT MANOR LLC,27 BRAND AVENUE,FARIBAULT,MN,55021,RICE,LIMITED LIABILITY COMPANY,0,0,0,65,0,0,0,0,65,0,0
486135.696,4987149.699,PRESBYTERIAN HOMES ARDEN HILLS,3220 LAKE JOHANNA BOULEVARD,ARDEN HILLS,MN,55112,RAMSEY,NONPROFIT CORPORATION,0,0,0,182,0,0,0,0,182,0,0
468883.2483,4976117.177,SHOLOM HOME WEST,3620 PHILLIPS PARKWAY,ST. LOUIS PARK,MN,55426,HENNEPIN,NONPROFIT CORPORATION,0,0,0,154,0,0,0,0,154,0,0
535891.5313,4934276.391,BAY VIEW NURSING & REHAB CTR,1412 WEST 4TH STREET,RED WING,MN,55066,GOODHUE,LIMITED LIABILITY COMPANY,0,0,0,110,0,0,0,0,110,0,0
427199.7233,4922708.274,RIDGEVIEW LESUEUR MEDICAL CTR,621 SOUTH 4TH STREET,LE SUEUR,MN,56058,LESUEUR,NONPROFIT CORPORATION,15,0,0,55,0,0,0,0,55,0,0
510037.135,4954866.699,REGINA SENIOR LIVING,1175 NININGER ROAD,HASTINGS,MN,55033,DAKOTA,NONPROFIT CORPORATION,0,0,0,57,0,0,0,0,57,0,0
488746.2983,4984219.073,ROSE OF SHARON A VILLA CENTER,1000 LOVELL AVENUE,ROSEVILLE,MN,55113,RAMSEY,LIMITED LIABILITY COMPANY,0,0,0,63,0,0,0,0,63,0,0
469938.2467,4989351.268,ST. THERESE HOME,8000 BASS LAKE ROAD,NEW HOPE,MN,55428,HENNEPIN,NONPROFIT CORPORATION,0,0,0,258,0,0,0,0,258,0,0
474653.6653,4984533.673,ST THERESE TCU NORTH LLC,3300 OAKDALE AVENUE NORTH #4,ROBBINSDALE,MN,55422,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,32,0,0,0,0,32,0,0
371394.3087,4955161.719,BUFFALO LAKE HEALTHCARE CTR,703 WEST YELLOWSTONE TRAIL,BUFFALO LAKE,MN,55314,RENVILLE,NONPROFIT CORPORATION,0,0,0,49,0,0,0,0,49,0,0
356824.5175,5092769.737,CENTRACARE HEALTH SYSTEM,20 9TH STREET SE,LONG PRAIRIE,MN,56347,TODD,NONPROFIT CORPORATION,0,0,0,60,0,0,0,0,60,0,0
494530.6667,4970230.932,SOUTHVIEW ACRES HEALTHCARE CTR,2000 OAKDALE AVENUE,WEST ST PAUL,MN,55118,DAKOTA,LIMITED LIABILITY COMPANY,0,0,0,231,0,0,0,0,231,0,0
489077.5011,4973969.996,SHIRLEY CHAPMAN SHOLOM HOME E,740 KAY AVENUE,ST. PAUL,MN,55102,RAMSEY,NONPROFIT CORPORATION,0,0,0,118,0,0,0,0,118,0,0
566180.4182,4854496.227,CHOSEN VALLEY CARE CENTER,1102 LIBERTY STREET SE,CHATFIELD,MN,55923,FILLMORE,NONPROFIT CORPORATION,0,0,0,78,0,0,0,0,78,0,0
463330.3829,4989684.048,THE BIRCHES AT TRILLIUM WOODS,14585 59TH AVENUE NORTH,PLYMOUTH,MN,55446,HENNEPIN,PARTNERSHIP,0,0,0,44,0,0,0,0,44,0,0
477924.9372,4964839.546,THE ESTATES AT BLOOMINGTON,9200 NICOLLET AVENUE SOUTH,BLOOMINGTON,MN,55420,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,68,0,0,0,0,68,0,0
325267.1872,4839274.243,COLONIAL MANOR NURSING HOME,403 COLONIAL AVENUE,LAKEFIELD,MN,56150,JACKSON,CORPORATION,0,0,0,37,0,0,0,0,37,0,0
478360.7867,4978709.15,THE ESTATES AT CHATEAU LLC,2106 2ND AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,70,0,0,0,0,70,0,0
456898.4125,4960181.037,SHAKOPEE FRIENDSHIP MANOR,1340 3RD AVENUE WEST,SHAKOPEE,MN,55379,SCOTT,CORPORATION,0,0,0,80,0,0,0,0,80,0,0
484606.952,4980813.84,ST ANTHONY PARK HOME,2237 COMMONWEALTH AVENUE,ST. PAUL,MN,55108,RAMSEY,CORPORATION,0,0,0,84,0,0,0,0,84,0,0
456055.763,4971944.806,THE ESTATES AT EXCELSIOR LLC,515 DIVISION STREET,EXCELSIOR,MN,55331,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,56,0,0,0,0,56,0,0
460325.4306,4957758.467,ST GERTRUDE'S HLTH & REHAB CTR,1850 SARAZIN STREET,SHAKOPEE,MN,55379,SCOTT,CHURCH RELATED,0,0,0,105,0,0,0,0,105,0,0
469833.8958,4976952.391,THE ESTATES AT ST LOUIS PARK,3201 VIRGINIA AVENUE SOUTH,ST. LOUIS PARK,MN,55426,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,175,0,0,0,0,175,0,0
475640.338,4980709.725,THE VILLA AT BRYN MAWR,275 PENN AVENUE NORTH,MINNEAPOLIS,MN,55405,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,120,0,0,0,0,120,0,0
278685.4119,4963278.664,CLARKFIELD CARE CENTER,805 5TH STREET,CLARKFIELD,MN,56223,YELLOW MEDICINE,CITY,0,0,0,36,0,0,0,0,36,0,0
320000.2675,5266686.97,CORNERSTONE NSG & REHAB CENTER,416 7TH STREET NE,BAGLEY,MN,56621,CLEARWATER,CORPORATION,0,0,0,47,0,0,0,0,47,0,0
503721.5119,4970674.011,ST THERESE OF WOODBURY LLC,7555 BAILEY ROAD,WOODBURY,MN,55129,WASHINGTON,LIMITED LIABILITY COMPANY,0,0,0,56,0,0,0,0,56,0,0
477399.7773,4987925.355,VICTORY HEALTH & REHAB CTR,512 49TH AVENUE NORTH,MINNEAPOLIS,MN,55430,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,87,0,0,0,0,87,0,0
477106.4069,4975763.118,WALKER METHODIST HEALTH CTR,3737 BRYANT AVENUE SOUTH,MINNEAPOLIS,MN,55409,HENNEPIN,NONPROFIT CORPORATION,0,0,0,290,0,0,0,0,290,0,0
289941.004,4833767.315,CROSSROADS CARE CENTER,965 MCMILLAN STREET,WORTHINGTON,MN,56187,NOBLES,LIMITED LIABILITY COMPANY,0,0,0,50,0,0,0,0,50,0,0
478171.6385,4990982.012,THE ESTATES AT FRIDLEY LLC,5700 EAST RIVER ROAD,FRIDLEY,MN,554326149,ANOKA,LIMITED LIABILITY COMPANY,0,0,0,54,0,0,0,0,54,0,0
477324.6602,4977032.803,REDEEMER RESIDENCE INC,625 WEST 31ST STREET,MINNEAPOLIS,MN,55408,HENNEPIN,CHURCH RELATED,0,0,0,135,0,0,0,0,135,0,0
427404.1742,5148002.091,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,CROSBY,MN,56441,CROW WING,NONPROFIT CORPORATION,42,7,0,69,0,0,0,0,69,0,0
540809.5182,4881090.455,ROCHESTER REHAB & LIVING CTR,1900 BALLINGTON BOULEVARD NW,ROCHESTER,MN,55901,OLMSTED,NONPROFIT CORPORATION,0,0,0,56,0,0,0,0,56,0,0
241996.9222,4927923.281,DIVINE PROVIDENCE HEALTH CENTR,312 EAST GEORGE STREET,IVANHOE,MN,56142,LINCOLN,NONPROFIT CORPORATION,0,0,0,25,0,0,0,0,25,0,0
485710.4774,4977991.444,THE ESTATES AT LYNNHURST LLC,471 LYNNHURST AVENUE WEST,ST. PAUL,MN,55104,RAMSEY,LIMITED LIABILITY COMPANY,0,0,0,70,0,0,0,0,70,0,0
468943.8009,5005055.946,THE ESTATES AT TWIN RIVERS LLC,305 FREMONT STREET,ANOKA,MN,55303,ANOKA,LIMITED LIABILITY COMPANY,0,0,0,50,0,0,0,0,50,0,0
488963.3067,4985597.003,THE ESTATES AT ROSEVILLE LLC,2727 VICTORIA STREET NORTH,ROSEVILLE,MN,55113,RAMSEY,LIMITED LIABILITY COMPANY,0,0,0,150,0,0,0,0,150,0,0
474083.4057,4984421.854,ROBBINSDALE A VILLA CENTER,3130 GRIMES AVENUE NORTH,ROBBINSDALE,MN,55422,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,75,0,0,0,0,75,0,0
247941.3279,4863185.248,EDGEBROOK CARE CENTER,505 TROSKY ROAD WEST,EDGERTON,MN,56128,PIPESTONE,NONPROFIT CORPORATION,0,0,0,56,0,0,0,0,56,0,0
543810.9204,4873999.577,ROCHESTER EAST HLTH SVCS,501 8TH AVENUE SE,ROCHESTER,MN,55904,OLMSTED,LIMITED LIABILITY COMPANY,0,0,0,111,0,0,0,0,111,0,0
542912.3446,4875466.654,SAMARITAN BETHANY HM ON EIGHTH,24 8TH STREET NW,ROCHESTER,MN,55901,OLMSTED,NONPROFIT CORPORATION,0,0,0,155,0,0,0,0,155,0,0
450109.104,5067081.087,ELIM HOME MILACA,730 2ND STREET SE,MILACA,MN,56353,MILLE LACS,CHURCH RELATED,0,0,0,70,0,0,0,0,70,0,0
483340.3622,4987001.816,ST ANTHONY HEALTH & REHAB,3700 FOSS ROAD NORTHEAST,ST ANTHONY,MN,55421,RAMSEY,PARTNERSHIP,0,0,0,140,0,0,0,0,140,0,0
454455.7372,5046356.684,ELIM HOME,701 1ST STREET,PRINCETON,MN,55371,MILLE LACS,CHURCH RELATED,0,0,0,105,0,0,0,0,105,0,0
493126.0633,4971895.122,WALKER METHODIST WESTWOOD II,61 THOMPSON AVENUE WEST,WEST ST PAUL,MN,55118,DAKOTA,LIMITED LIABILITY COMPANY,0,0,0,37,0,0,0,37,0,0,0
494918.5813,4968010.864,WOODLYN HEIGHTS HEALTHCARE CTR,2060 UPPER 55TH STREET EAST,INVER GROVE HEIGHTS,MN,55077,DAKOTA,CORPORATION,0,0,0,79,0,0,0,0,79,0,0
411756.4879,5043711.988,ST BENEDICTS SENIOR COMMUNITY,1810 MINNESOTA BOULEVARD SE,ST. CLOUD,MN,56304,SHERBURNE,CHURCH RELATED,0,0,0,174,0,0,0,2,172,0,0
536696.3819,4934086.006,ST CRISPIN LIVING COMMUNITY,213 PIONEER ROAD,RED WING,MN,55066,GOODHUE,NONPROFIT CORPORATION,0,0,0,64,0,0,0,0,64,0,0
283755.6237,5187439.735,EMMANUEL NURSING HOME,1415 MADISON AVENUE,DETROIT LAKES,MN,56501,BECKER,NONPROFIT CORPORATION,0,0,0,102,0,0,0,0,102,0,0
533716.625,5262679.875,THE WATERVIEW PINES LLC,1201 8TH STREET SOUTH,VIRGINIA,MN,55792,SAINT LOUIS,LIMITED LIABILITY COMPANY,0,0,0,83,0,0,0,0,83,0,0
394600.6061,5091108.826,ST. OTTO'S CARE CENTER INC,920 4TH STREET SE,LITTLE FALLS,MN,56345,MORRISON,CORPORATION,0,0,0,91,0,0,0,0,91,0,0
601182.9062,5209556.371,THE WATERVIEW SHORES LLC,402 13TH AVENUE,TWO HARBORS,MN,55616,LAKE,LIMITED LIABILITY COMPANY,0,0,0,44,0,0,0,0,44,0,0
502889.4003,4972730.669,WOODBURY HEALTH CARE CENTER,7012 LAKE ROAD,WOODBURY,MN,55125,WASHINGTON,NONPROFIT CORPORATION,0,0,0,155,0,0,0,0,155,0,0
534627.1121,5256994.539,THE WATERVIEW WOODS LLC,601 GRANT AVENUE,EVELETH,MN,55734,SAINT LOUIS,LIMITED LIABILITY COMPANY,0,0,0,80,0,0,0,0,80,0,0
283038.4498,5188465.557,ESSENTIA HEALTH OAK CROSSING,1040 LINCOLN AVENUE,DETROIT LAKES,MN,56501,BECKER,NONPROFIT CORPORATION,0,0,0,94,0,0,0,0,94,0,0
405005.2098,5045290.145,STERLING PARK HCC,142 NORTH 1ST STREET,WAITE PARK,MN,56387,STEARNS,CORPORATION,0,0,0,40,0,0,0,0,40,0,0
411972.3139,5044587.54,TALAHI NURSING & REHAB CENTER,1717 UNIVERSITY DRIVE SE,ST. CLOUD,MN,56304,SHERBURNE,LIMITED LIABILITY COMPANY,0,0,0,77,0,0,0,0,77,0,0
232009.9469,5051200.657,ESSENTIA HEALTH GRACE HOME,116 WEST 2ND STREET,GRACEVILLE,MN,56240,BIG STONE,NONPROFIT CORPORATION,0,0,0,40,0,0,0,0,40,0,0
541328.0483,4856146.5,STEWARTVILLE CARE CENTER,120 4TH STREET NE,STEWARTVILLE,MN,55976,OLMSTED,NONPROFIT CORPORATION,0,0,0,58,0,0,0,0,58,0,0
506532.3121,4928418.907,THE GARDENS AT CANNON FALLS,300 DOW STREET NORTH,CANNON FALLS,MN,55009,GOODHUE,LIMITED LIABILITY COMPANY,0,0,0,89,0,0,0,0,89,0,0
503020.8254,5058787.272,THE ESTATES AT RUSH CITY LLC,650 BREMER AVENUE SOUTH,RUSH CITY,MN,55069,CHISAGO,LIMITED LIABILITY COMPANY,0,0,0,45,0,0,0,0,45,0,0
561656.5903,5174530.08,THE NORTH SHORE ESTATES LLC,7700 GRAND AVENUE,DULUTH,MN,55807,SAINT LOUIS,LIMITED LIABILITY COMPANY,0,0,0,70,0,0,0,0,70,0,0
558019.5043,5263018.757,ESSENTIA HEALTH NORTHERN PINES,5211 HIGHWAY 110,AURORA,MN,55705,SAINT LOUIS,NONPROFIT CORPORATION,16,4,0,33,0,0,0,0,33,0,0
293969.9562,5272287.471,ESSENTIA HEALTH FOSSTON,900 HILLIGOSS BOULEVARD SE,FOSSTON,MN,56542,POLK,NONPROFIT CORPORATION,43,7,0,50,0,0,0,0,50,0,0
470016.4929,4977862.036,TEXAS TERRACE A VILLA CENTER,7900 WEST 28TH STREET,ST. LOUIS PARK,MN,55426,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,112,0,0,0,0,112,0,0
362412.8134,4907332.344,DIVINE PROVIDENCE COMMUNITY HM,700 3RD AVENUE NW,SLEEPY EYE,MN,56085,BROWN,NONPROFIT CORPORATION,0,0,0,53,0,0,0,0,53,0,0
468894.6019,4995785.174,THE VILLA AT OSSEO,501 2ND STREET SE,OSSEO,MN,55369,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,20,97,0,0,0,20,0,97
291225.7003,5098415.293,EVANSVILLE CARE CENTER,649 STATE STREET NW,EVANSVILLE,MN,56326,DOUGLAS,LIMITED LIABILITY COMPANY,0,0,0,37,0,0,0,0,37,0,0
489315.3427,4943072.146,TRINITY CARE CENTER,905 ELM STREET,FARMINGTON,MN,55024,DAKOTA,NONPROFIT CORPORATION,0,0,0,84,0,0,0,0,84,0,0
512571.111,4859928.921,FIELD CREST CARE CENTER,318 2ND STREET NE,HAYFIELD,MN,55940,DODGE,CITY,0,0,0,45,0,0,0,0,45,0,0
486321.7513,4922566.444,THREE LINKS CARE CENTER,815 FOREST AVENUE,NORTHFIELD,MN,55057,RICE,NONPROFIT CORPORATION,0,0,0,92,0,0,0,0,92,0,0
564008.0959,5181660.149,VIEWCREST HEALTH CENTER,3111 CHURCH STREET,DULUTH,MN,55811,SAINT LOUIS,NONPROFIT CORPORATION,0,0,0,92,0,0,0,0,92,0,0
459685.0053,5228136.739,THE EMERALDS AT GRAND RAPIDS,2801 SOUTH HIGHWAY 169,GRAND RAPIDS,MN,55744,ITASCA,LIMITED LIABILITY COMPANY,0,0,0,93,0,0,0,0,93,0,0
212649.7474,5196485.291,EVENTIDE LUTHERAN HOME,1405 7TH STREET SOUTH,MOORHEAD,MN,56560,CLAY,CHURCH RELATED,0,0,0,195,0,0,0,0,195,0,0
470382.8907,4978913.165,THE VILLA AT ST LOUIS PARK,7500 WEST 22ND STREET,ST. LOUIS PARK,MN,55426,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,114,0,0,0,0,114,0,0
526100.437,4904456.65,ZUMBROTA CARE CENTER,433 MILL STREET,ZUMBROTA,MN,55992,GOODHUE,NONPROFIT CORPORATION,0,0,0,50,0,0,0,0,50,0,0
293244.798,5178443.649,FRAZEE CARE CENTER,219 WEST MAPLE AVENUE,FRAZEE,MN,56544,BECKER,LIMITED LIABILITY COMPANY,0,0,0,60,0,0,0,0,60,0,0
332247.8903,5081825.449,GALEON,410 WEST MAIN STREET,OSAKIS,MN,56360,DOUGLAS,NONPROFIT CORPORATION,0,0,0,40,0,0,0,0,40,0,0
290693.3835,5129876.998,GOOD SAM BATTLE LAKE,105 GLENHAVEN DRIVE,BATTLE LAKE,MN,56515,OTTER TAIL,NONPROFIT CORPORATION,0,0,0,55,0,0,0,0,55,0,0
347266.4175,4919558.141,GIL MOR MANOR,96 3RD STREET EAST,MORGAN,MN,56266,REDWOOD,NONPROFIT CORPORATION,0,0,0,35,0,0,0,0,35,0,0
503961.4137,4835947.177,GOOD SAM COMFORCARE,1201 17TH STREET NE,AUSTIN,MN,55912,MOWER,NONPROFIT CORPORATION,0,0,0,45,0,0,0,0,45,0,0
338386.1268,4831944.658,GOOD SAM JACKSON,601 WEST STREET,JACKSON,MN,56143,JACKSON,NONPROFIT CORPORATION,0,0,0,53,0,0,0,0,53,0,0
344525.1898,4867368.754,GOOD SAM MOUNTAIN LAKE,745 BASINGER MEMORIAL DRIVE,MOUNTAIN LAKE,MN,56159,COTTONWOOD,NONPROFIT CORPORATION,0,0,0,53,0,0,0,0,53,0,0
240023.3355,4838453.633,GOOD SAMARITAN MARY JANE BROWN,110 SOUTH WALNUT AVENUE,LUVERNE,MN,56156,ROCK,NONPROFIT CORPORATION,0,0,0,51,0,0,0,0,51,0,0
368994.7494,4870370.267,GOOD SAM SOCIETY ST JAMES,1000 2ND STREET SOUTH,ST JAMES,MN,56081,WATONWAN,NONPROFIT CORPORATION,0,0,0,51,0,0,0,0,51,0,0
234149.0371,4879513.295,GOOD SAM PIPESTONE,1311 NORTH HIAWATHA AVENUE,PIPESTONE,MN,56164,PIPESTONE,NONPROFIT CORPORATION,0,0,0,84,0,0,0,0,84,0,0
304903.9349,4878970.646,GOOD SAM WESTBROOK,149 1ST AVENUE,WESTBROOK,MN,56183,COTTONWOOD,NONPROFIT CORPORATION,0,0,0,34,0,0,0,0,34,0,0
329417.3966,4858637.101,GOOD SAM WINDOM,705 6TH STREET,WINDOM,MN,56101,COTTONWOOD,NONPROFIT CORPORATION,0,0,0,72,0,0,0,0,72,0,0
407764.5918,5132076.604,GOOD SAM BETHANY,804 WRIGHT STREET,BRAINERD,MN,56401,CROW WING,NONPROFIT CORPORATION,0,0,0,106,0,0,0,0,106,0,0
599894.4009,4852667.086,GOOD SHEPHERD LUTHERAN HOME,800 HOME STREET BOX 747,RUSHFORD,MN,55971,FILLMORE,CHURCH RELATED,0,0,0,70,0,0,0,0,70,0,0
521967.632,4823799.53,ADAMS HEALTH CARE CENTER,810 WEST MAIN STREET,ADAMS,MN,55909,MOWER,CITY,0,0,0,30,0,0,0,0,30,0,0
275922.4678,5087691.52,BARRETT CARE CENTER INC,800 SPRUCE AVENUE,BARRETT,MN,56311,GRANT,CORPORATION,0,0,0,45,0,0,0,0,45,0,0
422480.3172,4911313.291,BENEDICTINE LVG COMM ST PETER,1907 KLEIN STREET,ST. PETER,MN,56082,NICOLLET,NONPROFIT CORPORATION,0,0,0,79,0,0,0,0,79,0,0
340296.2849,4997290.122,BETHESDA,901 SE WILLMAR AVENUE,WILLMAR,MN,56201,KANDIYOHI,NONPROFIT CORPORATION,0,0,0,248,0,0,0,0,248,0,0
347880.2804,5067664.756,CENTRACARE HEALTH SYSTEM,425 NORTH ELM STREET,SAUK CENTRE,MN,56378,STEARNS,NONPROFIT CORPORATION,28,8,0,60,0,0,0,0,60,0,0
501351.175,5014754.598,BIRCHWOOD HEALTH CARE CENTER,604 NE 1ST STREET,FOREST LAKE,MN,55025,WASHINGTON,NONPROFIT CORPORATION,0,0,0,100,0,0,0,0,100,0,0
313069.1989,4981706.564,CLARA CITY CARE CENTER,1012 DIVISION STREET NORTH,CLARA CITY,MN,56222,CHIPPEWA,CITY,0,0,0,48,0,0,0,0,48,0,0
337468.1135,5144908.405,FAIR OAKS NURSING & REHAB LLC,201 SHADY LANE DRIVE,WADENA,MN,56482,WADENA,LIMITED LIABILITY COMPANY,0,0,0,75,0,0,0,0,75,0,0
500110.6769,5038872.172,ECUMEN NORTH BRANCH,5379 383RD STREET,NORTH BRANCH,MN,55056,CHISAGO,CHURCH RELATED,0,0,0,67,0,0,0,0,67,0,0
229744.5924,5024043.94,FAIRWAY VIEW NEIGHBORHOODS,201 MARK DRIVE,ORTONVILLE,MN,56278,BIG STONE,CITY,0,0,0,51,0,0,0,0,51,0,0
253410.1266,5269042.327,FAIR MEADOW NURSING HOME,300 GARFIELD AVENUE SE BOX 8,FERTILE,MN,56540,POLK,CITY,0,0,0,42,0,0,0,0,42,0,0
471005.4982,4838745.579,GOOD SAM ALBERT LEA,75507 240TH STREET,ALBERT LEA,MN,56007,FREEBORN,NONPROFIT CORPORATION,0,0,0,85,0,0,0,0,85,0,0
383607.9019,5287508.267,GOOD SAM BLACKDUCK,172 SUMMIT AVENUE WEST,BLACKDUCK,MN,56630,BELTRAMI,NONPROFIT CORPORATION,0,0,0,30,0,0,0,0,30,0,0
468068.487,5381607.91,GOOD SAM INTERNATIONAL FALLS,2201 KEENAN DRIVE,INTERNATIONAL FALLS,MN,56649,KOOCHICHING,NONPROFIT CORPORATION,0,0,0,54,0,0,0,0,54,0,0
333062.2521,4933991.355,RIVER VALLEY HEALTH & REHAB,200 DEKALB STREET SOUTH,REDWOOD FALLS,MN,56283,REDWOOD,LIMITED LIABILITY COMPANY,0,0,0,43,0,0,0,0,43,0,0
392816.2548,5175292.398,GOOD SAM PINE RIVER,518 JEFFERSON AVENUE,PINE RIVER,MN,56474,CASS,NONPROFIT CORPORATION,0,0,0,33,0,0,0,0,33,0,0
440223.6269,5243701.693,DEER RIVER HEALTH CARE CENTER,115 10TH AVENUE NE,DEER RIVER,MN,56636,ITASCA,NONPROFIT CORPORATION,20,6,0,32,0,0,0,0,32,0,0
406994.8902,5131467.191,GOOD SAM WOODLAND,100 BUFFALO HILLS LANE,BRAINERD,MN,56401,CROW WING,NONPROFIT CORPORATION,0,0,0,36,0,0,0,0,36,0,0
350193.8337,4931472.751,FRANKLIN REHAB & HCC,900 3RD STREET SOUTH,FRANKLIN,MN,55333,RENVILLE,LIMITED LIABILITY COMPANY,0,0,0,40,0,0,0,0,40,0,0
481792.0206,5046673.039,GRACEPOINTE CROSSING GABLES,1601 RIVERHILLS PARKWAY NW,CAMBRIDGE,MN,55008,ISANTI,NONPROFIT CORPORATION,0,0,0,141,0,0,0,0,141,0,0
314051.4067,5057188.325,GLENWOOD VILLAGE CARE CENTER,719 2ND STREET SOUTHEAST,GLENWOOD,MN,56334,POPE,CHURCH RELATED,0,0,0,64,0,0,0,0,64,0,0
298877.6246,4964855.687,AVERA GRANITE FALLS CARE CTR,250 JORDAN DRIVE,GRANITE FALLS,MN,56241,CHIPPEWA,NONPROFIT CORPORATION,0,0,0,48,0,0,0,0,48,0,0
600101.2686,4819423.757,GREEN LEA SENIOR LIVING,115 LYNDALE STREET NORTH,MABEL,MN,55954,FILLMORE,CORPORATION,0,0,0,41,0,0,0,0,41,0,0
457303.8561,5232922.846,GRAND VILLAGE,923 HALE LAKE POINTE,GRAND RAPIDS,MN,55744,ITASCA,COUNTY,0,0,0,114,0,0,0,0,114,0,0
340446.4255,5180171.627,GREEN PINE ACRES NURSING HOME,427 MAIN STREET NE,MENAHGA,MN,56464,WADENA,CITY,0,0,0,65,0,0,0,0,65,0,0
211614.0297,5251472.223,HALSTAD LIVING CENTER,133 4TH AVENUE EAST,HALSTAD,MN,56548,NORMAN,CHURCH RELATED,0,0,0,44,0,0,0,0,44,0,0
357488.9039,5260713.76,HAVENWOOD CARE CENTER,1633 DELTON AVENUE,BEMIDJI,MN,56601,BELTRAMI,CORPORATION,0,0,0,90,0,0,0,0,90,0,0
579925.4564,4821979.508,GUNDERSEN HARMONY CARE CENTER,815 MAIN AVENUE SOUTH,HARMONY,MN,55939,FILLMORE,NONPROFIT CORPORATION,0,0,0,43,0,0,0,0,43,0,0
228269.8255,4933740.158,HENDRICKS COMMUNITY HOSPITAL,503 EAST LINCOLN STREET,HENDRICKS,MN,56136,LINCOLN,NONPROFIT CORPORATION,24,0,0,48,0,0,0,0,48,0,0
389348.08,5019685.247,HILLTOP HEALTH CARE CENTER,410 LUELLA STREET,WATKINS,MN,55389,MEEKER,LIMITED LIABILITY COMPANY,0,0,0,50,0,0,0,0,50,0,0
342522.3641,5198049.337,HERITAGE LIVING CENTER,619 WEST 6TH STREET,PARK RAPIDS,MN,56470,HUBBARD,COUNTY,0,0,0,64,0,0,0,0,64,0,0
443426.9923,4885910.079,WHISPERING CREEK,102 EAST NORTH STREET,JANESVILLE,MN,56048,WASECA,CITY,0,0,0,40,0,0,0,0,40,0,0
258013.8117,4979896.347,JOHNSON MEMORIAL HOSP & HOME,1290 LOCUST STREET,DAWSON,MN,56232,LAC QUI PARLE,HOSPITAL DISTRICT OR AUTHORITY,0,0,0,56,0,0,0,0,56,0,0
210523.9985,5409072.243,KITTSON MEMORIAL HOSPITAL,1010 SOUTH BIRCH AVENUE,HALLOCK,MN,56728,KITTSON,NONPROFIT CORPORATION,15,0,0,60,0,0,0,0,60,0,0
315955.2298,5083229.509,KNUTE NELSON,420 12TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,NONPROFIT CORPORATION,0,0,0,93,0,0,0,0,93,0,0
509672.7063,5260003.832,HERITAGE MANOR,321 NE 6TH STREET,CHISHOLM,MN,55719,SAINT LOUIS,NONPROFIT CORPORATION,0,0,0,70,0,0,0,0,70,0,0
240218.0712,5385924.702,KARLSTAD HEALTHCARE CTR INC,304 WASHINGTON AVENUE WEST,KARLSTAD,MN,56732,KITTSON,CORPORATION,0,0,0,46,0,0,0,0,46,0,0
610505.2631,4876613.045,LAKE WINONA MANOR,865 MANKATO AVENUE,WINONA,MN,55987,WINONA,NONPROFIT CORPORATION,0,0,0,110,0,0,0,0,110,0,0
635688.838,4854169.02,LA CRESCENT HEALTH SVCS,101 SOUTH HILL STREET,LA CRESCENT,MN,55947,HOUSTON,LIMITED LIABILITY COMPANY,0,0,0,42,0,0,0,0,42,0,0
458451.7783,4880759.044,LAKESHORE INN NURSING HOME,108 8TH STREET NW,WASECA,MN,56093,WASECA,CORPORATION,0,0,0,55,0,0,0,0,55,0,0
397486.5069,4993052.274,LAKESIDE HEALTH CARE CENTER,439 WILLIAM AVENUE EAST,DASSEL,MN,55325,MEEKER,CHURCH RELATED,0,0,0,54,0,0,0,0,54,0,0
381008.7679,4833411.869,LAKEVIEW METHODIST HCC,610 SUMMIT DRIVE,FAIRMONT,MN,56031,MARTIN,NONPROFIT CORPORATION,0,0,0,82,0,0,0,0,82,0,0
382269.322,5396077.99,LAKEWOOD CARE CENTER,600 MAIN AVENUE SOUTH,BAUDETTE,MN,56623,LAKE OF THE WOODS,CHURCH RELATED,0,0,0,32,0,0,0,0,32,0,0
263670.483,5129268.307,LB BROEN HOME,824 SOUTH SHERIDAN STREET,FERGUS FALLS,MN,56537,OTTER TAIL,NONPROFIT CORPORATION,0,0,0,78,0,0,0,0,78,0,0
264984.2601,5398019.627,LIFECARE GREENBUSH MANOR,19120 200TH STREET,GREENBUSH,MN,56726,ROSEAU,NONPROFIT CORPORATION,0,0,0,40,0,0,0,0,20,20,0
479854.3648,4884494.507,KODA LIVING COMMUNITY,2255 30TH STREET NW,OWATONNA,MN,55060,STEELE,NONPROFIT CORPORATION,0,0,0,79,0,0,0,0,79,0,0
